Ortho_No	Organism1	LncRNA1	LncRNA_Id1	Organism2	LncRNA2
Ortho19379	Human	TCONS_00073857	hsa_TCONS_00073857	Gorilla	TCONS_00030312
Ortho19380	Human	TCONS_00073860	hsa_TCONS_00073860	Gorilla	TCONS_00030312
Ortho19381	Human	TCONS_00077688	hsa_TCONS_00077688	Gorilla	TCONS_00030312
Ortho19382	Human	TCONS_00077689	hsa_TCONS_00077689	Gorilla	TCONS_00030312
Ortho19383	Human	TCONS_00043176	hsa_TCONS_00043176	Gorilla	TCONS_00030354
Ortho19384	Human	TCONS_00043176	hsa_TCONS_00043176	Gorilla	TCONS_00030355
Ortho19385	Human	TCONS_00074034	hsa_TCONS_00074034	Gorilla	TCONS_00030379
Ortho19386	Human	TCONS_00074037	hsa_TCONS_00074037	Gorilla	TCONS_00030381
Ortho19387	Human	TCONS_00074041	hsa_TCONS_00074041	Gorilla	TCONS_00030383
Ortho19388	Human	TCONS_00070879	hsa_TCONS_00070879	Gorilla	TCONS_00030497
Ortho19389	Human	TCONS_00070884	hsa_TCONS_00070884	Gorilla	TCONS_00030497
Ortho19390	Human	TCONS_00074589	hsa_TCONS_00074589	Gorilla	TCONS_00030594
Ortho19391	Human	TCONS_00074739	hsa_TCONS_00074739	Gorilla	TCONS_00030648
Ortho19392	Human	TCONS_00074740	hsa_TCONS_00074740	Gorilla	TCONS_00030648
Ortho19393	Human	TCONS_00074741	hsa_TCONS_00074741	Gorilla	TCONS_00030649
Ortho19394	Human	TCONS_00074742	hsa_TCONS_00074742	Gorilla	TCONS_00030649
Ortho19395	Human	TCONS_00074807	hsa_TCONS_00074807	Gorilla	TCONS_00030672
Ortho19396	Human	TCONS_00074813	hsa_TCONS_00074813	Gorilla	TCONS_00030678
Ortho19397	Human	TCONS_00074837	hsa_TCONS_00074837	Gorilla	TCONS_00030687
Ortho19398	Human	TCONS_00074854	hsa_TCONS_00074854	Gorilla	TCONS_00030691
Ortho19399	Human	TCONS_00074877	hsa_TCONS_00074877	Gorilla	TCONS_00030705
Ortho19400	Human	TCONS_00074906	hsa_TCONS_00074906	Gorilla	TCONS_00030717
Ortho19401	Human	TCONS_00074907	hsa_TCONS_00074907	Gorilla	TCONS_00030718
Ortho19402	Human	TCONS_00074908	hsa_TCONS_00074908	Gorilla	TCONS_00030718
Ortho19403	Human	TCONS_00075216	hsa_TCONS_00075216	Gorilla	TCONS_00030839
Ortho19404	Human	TCONS_00075217	hsa_TCONS_00075217	Gorilla	TCONS_00030839
Ortho19405	Human	TCONS_00081976	hsa_TCONS_00081976	Gorilla	TCONS_00030918
Ortho19406	Human	TCONS_00075417	hsa_TCONS_00075417	Gorilla	TCONS_00030922
Ortho19407	Human	TCONS_00075452	hsa_TCONS_00075452	Gorilla	TCONS_00030935
Ortho19408	Human	TCONS_00012290	hsa_TCONS_00012290	Gorilla	TCONS_00030986
Ortho19409	Human	TCONS_00075547	hsa_TCONS_00075547	Gorilla	TCONS_00030987
Ortho19410	Human	TCONS_00075804	hsa_TCONS_00075804	Gorilla	TCONS_00031132
Ortho19411	Human	TCONS_00075923	hsa_TCONS_00075923	Gorilla	TCONS_00031182
Ortho19412	Human	TCONS_00075924	hsa_TCONS_00075924	Gorilla	TCONS_00031182
Ortho19413	Human	TCONS_00075926	hsa_TCONS_00075926	Gorilla	TCONS_00031182
Ortho19414	Human	TCONS_00075927	hsa_TCONS_00075927	Gorilla	TCONS_00031182
Ortho19415	Human	TCONS_00075928	hsa_TCONS_00075928	Gorilla	TCONS_00031182
Ortho19416	Human	TCONS_00075930	hsa_TCONS_00075930	Gorilla	TCONS_00031182
Ortho19417	Human	TCONS_00075931	hsa_TCONS_00075931	Gorilla	TCONS_00031182
Ortho19418	Human	TCONS_00075936	hsa_TCONS_00075936	Gorilla	TCONS_00031182
Ortho19419	Human	TCONS_00075937	hsa_TCONS_00075937	Gorilla	TCONS_00031182
Ortho19420	Human	TCONS_00075938	hsa_TCONS_00075938	Gorilla	TCONS_00031182
Ortho19421	Human	TCONS_00075923	hsa_TCONS_00075923	Gorilla	TCONS_00031183
Ortho19422	Human	TCONS_00075924	hsa_TCONS_00075924	Gorilla	TCONS_00031183
Ortho19423	Human	TCONS_00075926	hsa_TCONS_00075926	Gorilla	TCONS_00031183
Ortho19424	Human	TCONS_00075927	hsa_TCONS_00075927	Gorilla	TCONS_00031183
Ortho19425	Human	TCONS_00075928	hsa_TCONS_00075928	Gorilla	TCONS_00031183
Ortho19426	Human	TCONS_00075930	hsa_TCONS_00075930	Gorilla	TCONS_00031183
Ortho19427	Human	TCONS_00075931	hsa_TCONS_00075931	Gorilla	TCONS_00031183
Ortho19428	Human	TCONS_00075936	hsa_TCONS_00075936	Gorilla	TCONS_00031183
Ortho19429	Human	TCONS_00075937	hsa_TCONS_00075937	Gorilla	TCONS_00031183
Ortho19430	Human	TCONS_00075938	hsa_TCONS_00075938	Gorilla	TCONS_00031183
Ortho19431	Human	TCONS_00075923	hsa_TCONS_00075923	Gorilla	TCONS_00031184
Ortho19432	Human	TCONS_00075924	hsa_TCONS_00075924	Gorilla	TCONS_00031184
Ortho19433	Human	TCONS_00075926	hsa_TCONS_00075926	Gorilla	TCONS_00031184
Ortho19434	Human	TCONS_00075927	hsa_TCONS_00075927	Gorilla	TCONS_00031184
Ortho19435	Human	TCONS_00075928	hsa_TCONS_00075928	Gorilla	TCONS_00031184
Ortho19436	Human	TCONS_00075930	hsa_TCONS_00075930	Gorilla	TCONS_00031184
Ortho19437	Human	TCONS_00075931	hsa_TCONS_00075931	Gorilla	TCONS_00031184
Ortho19438	Human	TCONS_00075936	hsa_TCONS_00075936	Gorilla	TCONS_00031184
Ortho19439	Human	TCONS_00075937	hsa_TCONS_00075937	Gorilla	TCONS_00031184
Ortho19440	Human	TCONS_00075938	hsa_TCONS_00075938	Gorilla	TCONS_00031184
Ortho19441	Human	TCONS_00076059	hsa_TCONS_00076059	Gorilla	TCONS_00031232
Ortho19442	Human	TCONS_00098651	hsa_TCONS_00098651	Gorilla	TCONS_00031240
Ortho19443	Human	TCONS_00098653	hsa_TCONS_00098653	Gorilla	TCONS_00031240
Ortho19444	Human	TCONS_00100634	hsa_TCONS_00100634	Gorilla	TCONS_00031240
Ortho19445	Human	TCONS_00076090	hsa_TCONS_00076090	Gorilla	TCONS_00031250
Ortho19446	Human	TCONS_00076188	hsa_TCONS_00076188	Gorilla	TCONS_00031292
Ortho19447	Human	TCONS_00076189	hsa_TCONS_00076189	Gorilla	TCONS_00031292
Ortho19448	Human	TCONS_00076192	hsa_TCONS_00076192	Gorilla	TCONS_00031294
Ortho19449	Human	TCONS_00078161	hsa_TCONS_00078161	Gorilla	TCONS_00031336
Ortho19450	Human	TCONS_00076547	hsa_TCONS_00076547	Gorilla	TCONS_00031426
Ortho19451	Human	TCONS_00076548	hsa_TCONS_00076548	Gorilla	TCONS_00031426
Ortho19452	Human	TCONS_00076549	hsa_TCONS_00076549	Gorilla	TCONS_00031426
Ortho19453	Human	TCONS_00076550	hsa_TCONS_00076550	Gorilla	TCONS_00031426
Ortho19454	Human	TCONS_00076551	hsa_TCONS_00076551	Gorilla	TCONS_00031426
Ortho19455	Human	TCONS_00076553	hsa_TCONS_00076553	Gorilla	TCONS_00031426
Ortho19456	Human	TCONS_00076554	hsa_TCONS_00076554	Gorilla	TCONS_00031426
Ortho19457	Human	TCONS_00076556	hsa_TCONS_00076556	Gorilla	TCONS_00031426
Ortho19458	Human	TCONS_00076557	hsa_TCONS_00076557	Gorilla	TCONS_00031426
Ortho19459	Human	TCONS_00076606	hsa_TCONS_00076606	Gorilla	TCONS_00031447
Ortho19460	Human	TCONS_00076719	hsa_TCONS_00076719	Gorilla	TCONS_00031509
Ortho19461	Human	TCONS_00076719	hsa_TCONS_00076719	Gorilla	TCONS_00031510
Ortho19462	Human	TCONS_00076721	hsa_TCONS_00076721	Gorilla	TCONS_00031511
Ortho19463	Human	TCONS_00076722	hsa_TCONS_00076722	Gorilla	TCONS_00031511
Ortho19464	Human	TCONS_00076753	hsa_TCONS_00076753	Gorilla	TCONS_00031524
Ortho19465	Human	TCONS_00076753	hsa_TCONS_00076753	Gorilla	TCONS_00031525
Ortho19466	Human	TCONS_00076874	hsa_TCONS_00076874	Gorilla	TCONS_00031582
Ortho19467	Human	TCONS_00076873	hsa_TCONS_00076873	Gorilla	TCONS_00031583
Ortho19468	Human	TCONS_00076879	hsa_TCONS_00076879	Gorilla	TCONS_00031586
Ortho19469	Human	TCONS_00076906	hsa_TCONS_00076906	Gorilla	TCONS_00031620
Ortho19470	Human	TCONS_00076908	hsa_TCONS_00076908	Gorilla	TCONS_00031620
Ortho19471	Human	TCONS_00076910	hsa_TCONS_00076910	Gorilla	TCONS_00031620
Ortho19472	Human	TCONS_00076906	hsa_TCONS_00076906	Gorilla	TCONS_00031626
Ortho19473	Human	TCONS_00076908	hsa_TCONS_00076908	Gorilla	TCONS_00031627
Ortho19474	Human	TCONS_00076910	hsa_TCONS_00076910	Gorilla	TCONS_00031627
Ortho19475	Human	TCONS_00076915	hsa_TCONS_00076915	Gorilla	TCONS_00031630
Ortho19476	Human	TCONS_00076921	hsa_TCONS_00076921	Gorilla	TCONS_00031631
Ortho19477	Human	TCONS_00077073	hsa_TCONS_00077073	Gorilla	TCONS_00031700
Ortho19478	Human	TCONS_00077074	hsa_TCONS_00077074	Gorilla	TCONS_00031700
Ortho19479	Human	TCONS_00077075	hsa_TCONS_00077075	Gorilla	TCONS_00031700
Ortho19480	Human	TCONS_00077082	hsa_TCONS_00077082	Gorilla	TCONS_00031701
Ortho19481	Human	TCONS_00077083	hsa_TCONS_00077083	Gorilla	TCONS_00031701
Ortho19482	Human	TCONS_00077084	hsa_TCONS_00077084	Gorilla	TCONS_00031701
Ortho19483	Human	TCONS_00077206	hsa_TCONS_00077206	Gorilla	TCONS_00031740
Ortho19484	Human	TCONS_00077244	hsa_TCONS_00077244	Gorilla	TCONS_00031755
Ortho19485	Human	TCONS_00077245	hsa_TCONS_00077245	Gorilla	TCONS_00031755
Ortho19486	Human	TCONS_00077360	hsa_TCONS_00077360	Gorilla	TCONS_00031808
Ortho19487	Human	TCONS_00077635	hsa_TCONS_00077635	Gorilla	TCONS_00031931
Ortho19488	Human	TCONS_00077635	hsa_TCONS_00077635	Gorilla	TCONS_00031933
Ortho19489	Human	TCONS_00077739	hsa_TCONS_00077739	Gorilla	TCONS_00032006
Ortho19490	Human	TCONS_00077740	hsa_TCONS_00077740	Gorilla	TCONS_00032006
Ortho19491	Human	TCONS_00077938	hsa_TCONS_00077938	Gorilla	TCONS_00032087
Ortho19492	Human	TCONS_00077939	hsa_TCONS_00077939	Gorilla	TCONS_00032087
Ortho19493	Human	TCONS_00077940	hsa_TCONS_00077940	Gorilla	TCONS_00032087
Ortho19494	Human	TCONS_00077938	hsa_TCONS_00077938	Gorilla	TCONS_00032088
Ortho19495	Human	TCONS_00077939	hsa_TCONS_00077939	Gorilla	TCONS_00032088
Ortho19496	Human	TCONS_00077940	hsa_TCONS_00077940	Gorilla	TCONS_00032088
Ortho19497	Human	TCONS_00077947	hsa_TCONS_00077947	Gorilla	TCONS_00032092
Ortho19498	Human	TCONS_00077948	hsa_TCONS_00077948	Gorilla	TCONS_00032092
Ortho19499	Human	TCONS_00077947	hsa_TCONS_00077947	Gorilla	TCONS_00032093
Ortho19500	Human	TCONS_00077948	hsa_TCONS_00077948	Gorilla	TCONS_00032093
Ortho19501	Human	TCONS_00077947	hsa_TCONS_00077947	Gorilla	TCONS_00032094
Ortho19502	Human	TCONS_00077948	hsa_TCONS_00077948	Gorilla	TCONS_00032094
Ortho19503	Human	TCONS_00077947	hsa_TCONS_00077947	Gorilla	TCONS_00032095
Ortho19504	Human	TCONS_00077948	hsa_TCONS_00077948	Gorilla	TCONS_00032095
Ortho19505	Human	TCONS_00078071	hsa_TCONS_00078071	Gorilla	TCONS_00032140
Ortho19506	Human	TCONS_00076374	hsa_TCONS_00076374	Gorilla	TCONS_00032162
Ortho19507	Human	TCONS_00076374	hsa_TCONS_00076374	Gorilla	TCONS_00032163
Ortho19508	Human	TCONS_00076348	hsa_TCONS_00076348	Gorilla	TCONS_00032175
Ortho19509	Human	TCONS_00078383	hsa_TCONS_00078383	Gorilla	TCONS_00032274
Ortho19510	Human	TCONS_00078540	hsa_TCONS_00078540	Gorilla	TCONS_00032337
Ortho19511	Human	TCONS_00076781	hsa_TCONS_00076781	Gorilla	TCONS_00032435
Ortho19512	Human	TCONS_00078771	hsa_TCONS_00078771	Gorilla	TCONS_00032444
Ortho19513	Human	TCONS_00078848	hsa_TCONS_00078848	Gorilla	TCONS_00032482
Ortho19514	Human	TCONS_00078849	hsa_TCONS_00078849	Gorilla	TCONS_00032483
Ortho19515	Human	TCONS_00000009	hsa_TCONS_00000009	Gorilla	TCONS_00032491
Ortho19516	Human	TCONS_00089974	hsa_TCONS_00089974	Gorilla	TCONS_00032503
Ortho19517	Human	TCONS_00078926	hsa_TCONS_00078926	Gorilla	TCONS_00032531
Ortho19518	Human	TCONS_00078927	hsa_TCONS_00078927	Gorilla	TCONS_00032531
Ortho19519	Human	TCONS_00078968	hsa_TCONS_00078968	Gorilla	TCONS_00032546
Ortho19520	Human	TCONS_00078969	hsa_TCONS_00078969	Gorilla	TCONS_00032546
Ortho19521	Human	TCONS_00078968	hsa_TCONS_00078968	Gorilla	TCONS_00032547
Ortho19522	Human	TCONS_00078969	hsa_TCONS_00078969	Gorilla	TCONS_00032547
Ortho19523	Human	TCONS_00078968	hsa_TCONS_00078968	Gorilla	TCONS_00032548
Ortho19524	Human	TCONS_00078969	hsa_TCONS_00078969	Gorilla	TCONS_00032548
Ortho19525	Human	TCONS_00079080	hsa_TCONS_00079080	Gorilla	TCONS_00032604
Ortho19526	Human	TCONS_00079131	hsa_TCONS_00079131	Gorilla	TCONS_00032628
Ortho19527	Human	TCONS_00101253	hsa_TCONS_00101253	Gorilla	TCONS_00032629
Ortho19528	Human	TCONS_00079169	hsa_TCONS_00079169	Gorilla	TCONS_00032645
Ortho19529	Human	TCONS_00079170	hsa_TCONS_00079170	Gorilla	TCONS_00032645
Ortho19530	Human	TCONS_00079181	hsa_TCONS_00079181	Gorilla	TCONS_00032649
Ortho19531	Human	TCONS_00079182	hsa_TCONS_00079182	Gorilla	TCONS_00032649
Ortho19532	Human	TCONS_00079211	hsa_TCONS_00079211	Gorilla	TCONS_00032662
Ortho19533	Human	TCONS_00079269	hsa_TCONS_00079269	Gorilla	TCONS_00032689
Ortho19534	Human	TCONS_00079277	hsa_TCONS_00079277	Gorilla	TCONS_00032695
Ortho19535	Human	TCONS_00077491	hsa_TCONS_00077491	Gorilla	TCONS_00032765
Ortho19536	Human	TCONS_00077492	hsa_TCONS_00077492	Gorilla	TCONS_00032765
Ortho19537	Human	TCONS_00046959	hsa_TCONS_00046959	Gorilla	TCONS_00032789
Ortho19538	Human	TCONS_00046775	hsa_TCONS_00046775	Gorilla	TCONS_00032849
Ortho19539	Human	TCONS_00046693	hsa_TCONS_00046693	Gorilla	TCONS_00032879
Ortho19540	Human	TCONS_00046248	hsa_TCONS_00046248	Gorilla	TCONS_00033045
Ortho19541	Human	TCONS_00046245	hsa_TCONS_00046245	Gorilla	TCONS_00033051
Ortho19542	Human	TCONS_00046243	hsa_TCONS_00046243	Gorilla	TCONS_00033054
Ortho19543	Human	TCONS_00046032	hsa_TCONS_00046032	Gorilla	TCONS_00033155
Ortho19544	Human	TCONS_00045991	hsa_TCONS_00045991	Gorilla	TCONS_00033186
Ortho19545	Human	TCONS_00045992	hsa_TCONS_00045992	Gorilla	TCONS_00033186
Ortho19546	Human	TCONS_00045872	hsa_TCONS_00045872	Gorilla	TCONS_00033245
Ortho19547	Human	TCONS_00045852	hsa_TCONS_00045852	Gorilla	TCONS_00033252
Ortho19548	Human	TCONS_00045732	hsa_TCONS_00045732	Gorilla	TCONS_00033299
Ortho19549	Human	TCONS_00045680	hsa_TCONS_00045680	Gorilla	TCONS_00033312
Ortho19550	Human	TCONS_00045681	hsa_TCONS_00045681	Gorilla	TCONS_00033312
Ortho19551	Human	TCONS_00045682	hsa_TCONS_00045682	Gorilla	TCONS_00033312
Ortho19552	Human	TCONS_00045683	hsa_TCONS_00045683	Gorilla	TCONS_00033312
Ortho19553	Human	TCONS_00045680	hsa_TCONS_00045680	Gorilla	TCONS_00033313
Ortho19554	Human	TCONS_00045681	hsa_TCONS_00045681	Gorilla	TCONS_00033313
Ortho19555	Human	TCONS_00045682	hsa_TCONS_00045682	Gorilla	TCONS_00033313
Ortho19556	Human	TCONS_00045683	hsa_TCONS_00045683	Gorilla	TCONS_00033313
Ortho19557	Human	TCONS_00045677	hsa_TCONS_00045677	Gorilla	TCONS_00033314
Ortho19558	Human	TCONS_00045619	hsa_TCONS_00045619	Gorilla	TCONS_00033336
Ortho19559	Human	TCONS_00045421	hsa_TCONS_00045421	Gorilla	TCONS_00033430
Ortho19560	Human	TCONS_00045401	hsa_TCONS_00045401	Gorilla	TCONS_00033436
Ortho19561	Human	TCONS_00044960	hsa_TCONS_00044960	Gorilla	TCONS_00033621
Ortho19562	Human	TCONS_00044961	hsa_TCONS_00044961	Gorilla	TCONS_00033621
Ortho19563	Human	TCONS_00044854	hsa_TCONS_00044854	Gorilla	TCONS_00033661
Ortho19564	Human	TCONS_00044647	hsa_TCONS_00044647	Gorilla	TCONS_00033746
Ortho19565	Human	TCONS_00044647	hsa_TCONS_00044647	Gorilla	TCONS_00033747
Ortho19566	Human	TCONS_00080410	hsa_TCONS_00080410	Gorilla	TCONS_00033872
Ortho19567	Human	TCONS_00080427	hsa_TCONS_00080427	Gorilla	TCONS_00033878
Ortho19568	Human	TCONS_00080451	hsa_TCONS_00080451	Gorilla	TCONS_00033884
Ortho19569	Human	TCONS_00080452	hsa_TCONS_00080452	Gorilla	TCONS_00033884
Ortho19570	Human	TCONS_00080454	hsa_TCONS_00080454	Gorilla	TCONS_00033884
Ortho19571	Human	TCONS_00080461	hsa_TCONS_00080461	Gorilla	TCONS_00033884
Ortho19572	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033885
Ortho19573	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033886
Ortho19574	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033887
Ortho19575	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033888
Ortho19576	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033889
Ortho19577	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033890
Ortho19578	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033891
Ortho19579	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033892
Ortho19580	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033893
Ortho19581	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033894
Ortho19582	Human	TCONS_00080459	hsa_TCONS_00080459	Gorilla	TCONS_00033896
Ortho19583	Human	TCONS_00080451	hsa_TCONS_00080451	Gorilla	TCONS_00033897
Ortho19584	Human	TCONS_00080452	hsa_TCONS_00080452	Gorilla	TCONS_00033897
Ortho19585	Human	TCONS_00080454	hsa_TCONS_00080454	Gorilla	TCONS_00033897
Ortho19586	Human	TCONS_00080461	hsa_TCONS_00080461	Gorilla	TCONS_00033897
Ortho19587	Human	TCONS_00080467	hsa_TCONS_00080467	Gorilla	TCONS_00033899
Ortho19588	Human	TCONS_00080498	hsa_TCONS_00080498	Gorilla	TCONS_00033911
Ortho19589	Human	TCONS_00080534	hsa_TCONS_00080534	Gorilla	TCONS_00033931
Ortho19590	Human	TCONS_00080625	hsa_TCONS_00080625	Gorilla	TCONS_00033977
Ortho19591	Human	TCONS_00080867	hsa_TCONS_00080867	Gorilla	TCONS_00034084
Ortho19592	Human	TCONS_00081211	hsa_TCONS_00081211	Gorilla	TCONS_00034233
Ortho19593	Human	TCONS_00081292	hsa_TCONS_00081292	Gorilla	TCONS_00034275
Ortho19594	Human	TCONS_00081421	hsa_TCONS_00081421	Gorilla	TCONS_00034323
Ortho19595	Human	TCONS_00081777	hsa_TCONS_00081777	Gorilla	TCONS_00034474
Ortho19596	Human	TCONS_00081883	hsa_TCONS_00081883	Gorilla	TCONS_00034512
Ortho19597	Human	TCONS_00081884	hsa_TCONS_00081884	Gorilla	TCONS_00034512
Ortho19598	Human	TCONS_00081893	hsa_TCONS_00081893	Gorilla	TCONS_00034516
Ortho19599	Human	TCONS_00043176	hsa_TCONS_00043176	Gorilla	TCONS_00034702
Ortho19600	Human	TCONS_00043065	hsa_TCONS_00043065	Gorilla	TCONS_00034742
Ortho19601	Human	TCONS_00043066	hsa_TCONS_00043066	Gorilla	TCONS_00034742
Ortho19602	Human	TCONS_00043067	hsa_TCONS_00043067	Gorilla	TCONS_00034742
Ortho19603	Human	TCONS_00042901	hsa_TCONS_00042901	Gorilla	TCONS_00034806
Ortho19604	Human	TCONS_00042763	hsa_TCONS_00042763	Gorilla	TCONS_00034872
Ortho19605	Human	TCONS_00042760	hsa_TCONS_00042760	Gorilla	TCONS_00034874
Ortho19606	Human	TCONS_00042686	hsa_TCONS_00042686	Gorilla	TCONS_00034900
Ortho19607	Human	TCONS_00042436	hsa_TCONS_00042436	Gorilla	TCONS_00034997
Ortho19608	Human	TCONS_00042273	hsa_TCONS_00042273	Gorilla	TCONS_00035044
Ortho19609	Human	TCONS_00042274	hsa_TCONS_00042274	Gorilla	TCONS_00035044
Ortho19610	Human	TCONS_00042252	hsa_TCONS_00042252	Gorilla	TCONS_00035056
Ortho19611	Human	TCONS_00041860	hsa_TCONS_00041860	Gorilla	TCONS_00035238
Ortho19612	Human	TCONS_00041853	hsa_TCONS_00041853	Gorilla	TCONS_00035246
Ortho19613	Human	TCONS_00041848	hsa_TCONS_00041848	Gorilla	TCONS_00035249
Ortho19614	Human	TCONS_00041803	hsa_TCONS_00041803	Gorilla	TCONS_00035268
Ortho19615	Human	TCONS_00041728	hsa_TCONS_00041728	Gorilla	TCONS_00035292
Ortho19616	Human	TCONS_00041727	hsa_TCONS_00041727	Gorilla	TCONS_00035293
Ortho19617	Human	TCONS_00041679	hsa_TCONS_00041679	Gorilla	TCONS_00035315
Ortho19618	Human	TCONS_00041550	hsa_TCONS_00041550	Gorilla	TCONS_00035337
Ortho19619	Human	TCONS_00041553	hsa_TCONS_00041553	Gorilla	TCONS_00035337
Ortho19620	Human	TCONS_00044872	hsa_TCONS_00044872	Gorilla	TCONS_00035337
Ortho19621	Human	TCONS_00041359	hsa_TCONS_00041359	Gorilla	TCONS_00035433
Ortho19622	Human	TCONS_00041359	hsa_TCONS_00041359	Gorilla	TCONS_00035434
Ortho19623	Human	TCONS_00041360	hsa_TCONS_00041360	Gorilla	TCONS_00035434
Ortho19624	Human	TCONS_00041355	hsa_TCONS_00041355	Gorilla	TCONS_00035435
Ortho19625	Human	TCONS_00041350	hsa_TCONS_00041350	Gorilla	TCONS_00035437
Ortho19626	Human	TCONS_00041352	hsa_TCONS_00041352	Gorilla	TCONS_00035437
Ortho19627	Human	TCONS_00041229	hsa_TCONS_00041229	Gorilla	TCONS_00035479
Ortho19628	Human	TCONS_00041103	hsa_TCONS_00041103	Gorilla	TCONS_00035519
Ortho19629	Human	TCONS_00041104	hsa_TCONS_00041104	Gorilla	TCONS_00035519
Ortho19630	Human	TCONS_00041105	hsa_TCONS_00041105	Gorilla	TCONS_00035519
Ortho19631	Human	TCONS_00041106	hsa_TCONS_00041106	Gorilla	TCONS_00035519
Ortho19632	Human	TCONS_00041109	hsa_TCONS_00041109	Gorilla	TCONS_00035519
Ortho19633	Human	TCONS_00041110	hsa_TCONS_00041110	Gorilla	TCONS_00035519
Ortho19634	Human	TCONS_00041111	hsa_TCONS_00041111	Gorilla	TCONS_00035519
Ortho19635	Human	TCONS_00041112	hsa_TCONS_00041112	Gorilla	TCONS_00035519
Ortho19636	Human	TCONS_00041116	hsa_TCONS_00041116	Gorilla	TCONS_00035519
Ortho19637	Human	TCONS_00041117	hsa_TCONS_00041117	Gorilla	TCONS_00035519
Ortho19638	Human	TCONS_00041118	hsa_TCONS_00041118	Gorilla	TCONS_00035519
Ortho19639	Human	TCONS_00041119	hsa_TCONS_00041119	Gorilla	TCONS_00035519
Ortho19640	Human	TCONS_00041125	hsa_TCONS_00041125	Gorilla	TCONS_00035519
Ortho19641	Human	TCONS_00041109	hsa_TCONS_00041109	Gorilla	TCONS_00035523
Ortho19642	Human	TCONS_00041117	hsa_TCONS_00041117	Gorilla	TCONS_00035523
Ortho19643	Human	TCONS_00041120	hsa_TCONS_00041120	Gorilla	TCONS_00035523
Ortho19644	Human	TCONS_00082695	hsa_TCONS_00082695	Gorilla	TCONS_00035547
Ortho19645	Human	TCONS_00082696	hsa_TCONS_00082696	Gorilla	TCONS_00035548
Ortho19646	Human	TCONS_00082721	hsa_TCONS_00082721	Gorilla	TCONS_00035553
Ortho19647	Human	TCONS_00082722	hsa_TCONS_00082722	Gorilla	TCONS_00035553
Ortho19648	Human	TCONS_00082766	hsa_TCONS_00082766	Gorilla	TCONS_00035567
Ortho19649	Human	TCONS_00082768	hsa_TCONS_00082768	Gorilla	TCONS_00035567
Ortho19650	Human	TCONS_00082769	hsa_TCONS_00082769	Gorilla	TCONS_00035567
Ortho19651	Human	TCONS_00082766	hsa_TCONS_00082766	Gorilla	TCONS_00035569
Ortho19652	Human	TCONS_00082768	hsa_TCONS_00082768	Gorilla	TCONS_00035569
Ortho19653	Human	TCONS_00082769	hsa_TCONS_00082769	Gorilla	TCONS_00035569
Ortho19654	Human	TCONS_00082802	hsa_TCONS_00082802	Gorilla	TCONS_00035586
Ortho19655	Human	TCONS_00082802	hsa_TCONS_00082802	Gorilla	TCONS_00035587
Ortho19656	Human	TCONS_00082814	hsa_TCONS_00082814	Gorilla	TCONS_00035593
Ortho19657	Human	TCONS_00082822	hsa_TCONS_00082822	Gorilla	TCONS_00035594
Ortho19658	Human	TCONS_00082823	hsa_TCONS_00082823	Gorilla	TCONS_00035594
Ortho19659	Human	TCONS_00082824	hsa_TCONS_00082824	Gorilla	TCONS_00035594
Ortho19660	Human	TCONS_00082825	hsa_TCONS_00082825	Gorilla	TCONS_00035594
Ortho19661	Human	TCONS_00082831	hsa_TCONS_00082831	Gorilla	TCONS_00035594
Ortho19662	Human	TCONS_00082822	hsa_TCONS_00082822	Gorilla	TCONS_00035596
Ortho19663	Human	TCONS_00082823	hsa_TCONS_00082823	Gorilla	TCONS_00035596
Ortho19664	Human	TCONS_00082824	hsa_TCONS_00082824	Gorilla	TCONS_00035596
Ortho19665	Human	TCONS_00082825	hsa_TCONS_00082825	Gorilla	TCONS_00035596
Ortho19666	Human	TCONS_00082831	hsa_TCONS_00082831	Gorilla	TCONS_00035596
Ortho19667	Human	TCONS_00082887	hsa_TCONS_00082887	Gorilla	TCONS_00035625
Ortho19668	Human	TCONS_00082893	hsa_TCONS_00082893	Gorilla	TCONS_00035630
Ortho19669	Human	TCONS_00082922	hsa_TCONS_00082922	Gorilla	TCONS_00035651
Ortho19670	Human	TCONS_00082922	hsa_TCONS_00082922	Gorilla	TCONS_00035652
Ortho19671	Human	TCONS_00083057	hsa_TCONS_00083057	Gorilla	TCONS_00035711
Ortho19672	Human	TCONS_00083098	hsa_TCONS_00083098	Gorilla	TCONS_00035726
Ortho19673	Human	TCONS_00083099	hsa_TCONS_00083099	Gorilla	TCONS_00035726
Ortho19674	Human	TCONS_00083117	hsa_TCONS_00083117	Gorilla	TCONS_00035728
Ortho19675	Human	TCONS_00083136	hsa_TCONS_00083136	Gorilla	TCONS_00035735
